,numero_de_cliente
2346051,34486538
2346103,34488236
2346228,34489981
2346945,34503800
2348330,34533719
2348799,34541826
2349008,34546422
2349278,34550907
2349418,34553893
2349983,34563784
2350092,34565702
2350184,34568642
2350242,34569881
2350478,34573891
2350510,34573976
2350893,34582743
2351098,34587254
2351573,34599603
2351783,34607248
2352196,34677169
2352289,34686724
2352784,34698961
2352939,34703538
2353237,34709268
2353849,34724068
2353897,34724673
2353913,34726051
2355179,34755171
2355607,34762553
2355770,34766949
2355843,34768311
2355920,34769465
2355956,34770167
2356182,34773424
2356198,34773513
2356424,34778047
2356468,34781852
2356969,34793086
2357152,34797308
2357309,34801707
2357479,34806083
2357566,34808591
2357897,34814827
2358376,34825239
2358647,34832135
2358806,34836855
2358822,34837125
2358982,34841937
2359028,34843724
2359098,34844962
2359226,34848227
2359641,34861394
2359674,34862571
2360017,34888592
2360109,34891340
2361491,34924299
2361982,34934179
2362018,34938377
2362161,34941893
2362393,34945482
2362455,34947218
2363191,34970279
2363300,34972533
2363421,34973814
2363475,34974841
2364349,34993071
2364661,35002301
2365157,35012072
2365471,35016730
2365576,35020547
2365939,35029137
2365947,35029430
2366043,35030912
2366137,35032753
2366724,35047849
2367138,35056324
2367267,35058187
2367396,35060792
2367485,35063050
2368172,35075140
2368997,35090190
2370152,35114861
2370326,35118511
2370362,35118944
2370470,35120765
2370635,35124964
2371154,35137370
2371604,35149457
2371745,35153509
2371749,35153640
2372072,35160613
2372237,35166062
2372261,35166552
2372309,35168443
2372478,35171160
2372719,35175652
2373266,35185631
2373395,35188081
2373427,35188768
2373774,35196193
2373926,35201418
2374018,35203776
2374210,35208712
2374592,35218263
2375023,35227385
2375071,35227605
2375932,35248374
2376092,35252704
2376561,35260025
2376911,35268225
2376947,35268858
2377404,35281292
2377446,35283395
2377828,35293972
2377935,35296481
2378374,35304187
2378965,35321209
2379251,35326052
2379344,35328422
2379699,35334758
2379874,35338366
2380271,35349341
2380746,35360841
2381295,35374182
2381579,35378685
2381610,35379152
2381727,35381896
2382593,35400338
2382971,35407431
2383081,35410869
2383189,35415863
2383235,35416368
2383437,35419081
2383509,35421809
2383677,35424341
2383907,35428107
2384288,35433506
2384882,35451624
2385971,35477919
2386003,35479895
2386105,35482079
2386153,35484530
2386483,35497141
2386510,35499769
2387691,35533196
2387936,35538297
2388078,35543055
2388162,35544695
2388443,35551275
2388850,35557808
2388883,35558962
2388919,35560008
2389034,35562559
2389174,35564245
2389407,35569779
2389475,35572249
2389943,35580739
2390390,35588144
2390785,35595098
2390915,35598255
2391104,35602009
2391537,35615678
2392763,35640256
2394482,35677804
2394603,35680212
2394667,35681898
2394683,35682176
2394861,35684735
2395151,35691758
2395199,35693510
2395607,35703841
2395671,35705006
2395760,35705820
2395908,35709127
2395963,35709926
2396099,35713816
2396211,35714256
2396292,35715429
2396835,35723846
2397010,35728260
2397130,35730144
2397996,35747984
2399180,35770003
2400177,35785551
2400691,35795600
2400723,35796229
2401499,35810469
2402113,35822895
2402830,35836278
2404366,35877642
2404414,35877808
2404491,35878754
2405018,35888420
2405158,35891747
2405769,35902637
2406706,35930194
2406723,35931387
2406831,35934308
2406856,35935504
2406969,35936585
2407016,35938310
2407166,35939317
2407795,35950037
2408554,35963775
2408899,35975063
2409347,35992062
2409926,36012341
2410012,36014787
2410054,36016489
2410079,36017871
2410237,36020800
2410565,36029359
2411233,36040222
2411343,36042205
2411596,36046250
2412956,36068752
2413018,36069971
2413147,36073699
2413171,36074783
2413780,36088251
2413861,36090871
2414131,36097258
2414217,36099014
2414258,36100384
2415167,36122781
2415397,36128481
2415867,36137681
2416413,36147637
2416999,36162328
2417054,36163401
2417156,36165987
2418057,36197476
2418429,36211125
2418473,36212148
2419029,36227924
2419320,36235935
2419400,36238196
2419476,36240697
2419622,36242823
2419650,36243317
2419698,36243587
2419869,36249997
2420104,36255288
2420547,36268964
2421076,36280811
2421370,36289645
2421646,36295831
2421659,36296899
2421691,36297058
2421948,36301561
2422071,36304054
2422279,36307392
2422300,36308006
2422325,36309576
2422594,36315809
2423054,36332329
2424706,36369217
2425005,36376569
2425289,36382133
2425365,36385051
2425919,36403014
2426385,36417586
2426696,36424918
2426840,36428873
2426888,36430251
2427020,36432130
2427170,36435850
2427410,36443048
2427567,36445961
2427631,36447181
2427717,36449951
2427761,36451225
2428018,36460845
2428706,36482440
2429022,36491864
2429944,36518329
2430155,36523384
2430482,36531257
2431377,36557123
2431404,36557494
2431620,36565204
2431636,36565791
2432201,36578641
2432458,36584681
2433847,36626049
2434255,36634655
2435689,36668950
2435753,36671458
2436018,36679157
2437359,36713718
2437413,36715304
2437770,36725812
2437818,36726132
2438046,36730775
2438117,36731871
2438368,36738388
2438535,36743158
2438733,36752821
2438855,36755067
2438951,36757973
2438992,36759883
2439023,36760744
2439130,36764058
2439852,36782346
2440325,36792337
2440401,36794340
2440417,36794583
2440465,36795216
2440865,36805755
2441353,36817791
2441385,36818868
2441639,36825644
2442128,36841582
2442203,36843430
2442875,36868031
2442955,36869849
2442956,36870320
2443919,36897939
2443969,36900474
2444218,36906486
2444731,36921911
2445145,36929826
2445173,36930443
2445189,36930648
2445312,36933341
2445727,36945497
2445849,36947222
2445865,36947276
2446132,36953597
2446260,36956777
2446588,36963519
2446684,36964900
2446992,36970862
2447501,36982273
2447589,36982694
2447994,36994070
2448208,37001202
2448231,37001923
2448656,37011976
2448689,37012821
2448705,37013188
2448797,37017027
2449264,37031719
2449376,37033833
2449616,37040208
2449797,37045850
2449928,37050192
2450302,37063293
2450399,37064547
2450554,37067542
2450717,37071505
2450999,37079208
2451433,37092189
2451661,37097715
2451803,37101343
2451878,37103427
2452178,37108173
2452337,37111419
2452413,37113391
2452535,37116906
2453153,37133430
2453684,37143946
2454044,37155461
2454275,37158294
2454331,37159679
2454724,37171596
2455239,37184138
2455346,37192635
2455374,37193249
2455655,37204038
2455895,37209661
2456151,37218240
2456376,37224889
2456766,37236060
2457369,37252222
2457435,37256116
2457828,37268163
2458161,37276808
2459849,37324358
2460623,37341971
2460857,37348230
2461128,37352757
2461245,37355138
2461501,37364457
2461783,37372453
2462031,37380175
2462355,37386689
2462383,37387592
2463200,37407933
2463671,37417966
2464761,37438191
2464930,37441544
2464978,37443559
2465278,37450602
2465368,37454503
2465448,37456070
2465484,37456842
2466803,37485618
2466819,37486112
2466867,37486344
2466976,37489219
2467476,37502355
2467559,37504952
2467848,37510543
2468216,37519597
2468304,37520712
2468355,37522225
2469035,37540790
2469159,37544645
2469601,37554003
2469991,37562833
2470109,37564137
2470281,37569270
2470692,37579241
2470872,37585825
2471388,37599551
2471643,37605791
2471876,37614050
2471907,37614991
2472368,37626838
2472384,37628154
2472880,37640553
2472900,37640954
2472916,37642016
2473562,37663734
2473926,37677059
2474045,37678622
2474096,37680864
2474160,37681204
2474222,37682612
2474886,37697165
2475014,37698940
2475454,37710837
2475560,37712114
2476047,37720747
2476051,37720840
2476485,37731749
2476628,37735322
2476690,37736415
2477829,37758916
2477972,37761602
2478040,37762787
2478192,37765156
2478789,37780465
2478898,37784235
2479178,37791174
2479214,37791591
2479516,37799200
2479793,37805298
2480255,37816223
2481033,37837628
2481049,37839033
2481161,37842124
2481329,37845015
2481361,37845640
2481495,37848453
2481883,37858216
2482453,37870314
2482546,37873834
2482860,37880047
2483000,37881339
2483046,37882462
2483137,37884619
2483201,37885063
2483277,37886051
2483327,37886746
2483419,37889733
2483476,37891211
2485420,37929334
2485712,37936511
2485865,37941933
2485915,37942755
2486444,37961560
2486569,37964505
2486579,37964721
2486823,37971952
2486853,37972292
2487382,37987828
2488019,38004646
2488638,38022231
2488928,38028649
2489806,38058027
2490722,38088232
2490997,38094113
2491026,38094649
2491196,38102583
2491516,38112760
2491581,38116815
2491691,38120655
2492417,38139850
2492532,38144033
2492545,38144268
2492593,38146557
2493567,38171150
2493658,38173577
2494005,38183576
2494306,38188778
2494460,38195369
2494694,38199664
2494710,38200073
2495550,38217030
2496130,38237000
2496545,38247848
2496577,38248261
2496612,38250676
2496671,38251853
2496739,38254917
2496851,38259174
2497089,38265557
2497406,38273472
2497412,38273715
2497492,38276678
2497703,38282204
2497719,38282216
2498105,38295491
2498620,38310055
2498719,38312131
2499031,38319015
2499363,38327748
2499444,38328991
2500081,38344921
2500113,38345411
2500277,38352562
2500571,38362005
2500931,38370282
2501029,38372463
2501055,38372578
2501167,38375866
2501372,38382010
2501620,38386915
2501935,38395308
2502020,38395968
2502230,38397469
2502779,38405241
2502892,38406939
2502980,38407734
2503327,38409937
2503471,38410454
2503781,38413522
2503936,38414313
2504091,38415753
2505061,38431903
2505070,38432223
2505340,38442102
2505406,38446088
2505477,38449087
2505804,38457465
2506061,38463751
2506122,38465588
2506254,38469628
2506396,38472577
2506746,38481607
2507029,38488098
2507072,38490425
2507230,38494654
2507434,38500701
2507667,38508296
2507740,38509720
2507911,38513791
2508026,38516662
2508433,38533414
2508692,38539079
2508811,38543181
2508892,38544964
2508921,38545516
2509093,38549475
2509189,38552821
2509485,38559099
2509839,38570206
2509855,38570414
2509935,38573787
2510006,38576581
2510320,38582728
2510369,38584079
2510389,38584569
2510623,38590164
2510822,38594926
2510954,38599233
2511409,38607858
2511809,38615441
2512277,38627238
2512580,38631062
2513047,38640771
2513063,38640848
2513173,38646695
2513207,38647146
2513980,38658719
2514583,38670736
2514648,38671651
2514664,38672075
2514796,38672924
2514936,38676583
2515098,38680963
2516489,38705680
2517679,38732191
2517944,38736721
2518160,38744131
2518333,38747276
2518643,38752482
2519171,38759983
2519220,38762712
2519418,38765170
2519601,38771263
2519915,38775161
2519961,38775462
2520442,38781841
2520973,38795424
2522296,38820330
2522363,38821017
2522936,38831190
2523091,38833262
2523105,38834161
2523196,38836635
2523314,38838607
2523985,38853391
2524021,38854610
2524228,38858145
2524292,38859928
2524331,38861680
2524463,38864327
2524775,38866936
2525580,38890271
2525872,38899027
2526431,38910994
2526869,38920560
2527071,38923238
2527336,38933615
2527798,38941264
2528208,38950031
2528922,38964734
2529203,38973841
2529257,38975713
2529576,38983338
2529767,38988155
2529829,38990678
2529841,38991323
2530301,39006639
2530522,39010745
2530598,39012254
2530894,39020169
2530908,39020173
2531150,39022338
2531153,39022874
2531398,39031842
2531491,39035115
2531535,39036249
2531555,39036515
2531611,39037438
2531615,39038341
2531863,39044596
2531924,39045874
2532127,39053835
2532915,39075117
2533258,39087501
2533372,39090800
2533824,39103184
2534437,39120005
2534449,39120086
2534607,39122791
2534671,39123270
2535055,39134557
2535181,39136437
2535327,39140728
2535449,39144749
2535577,39148052
2535987,39160756
2536149,39168115
2536317,39178110
2536674,39196772
2536873,39203413
2537811,39228574
2537979,39232032
2538081,39234725
2538258,39238164
2538287,39238499
2538473,39247190
2539004,39263197
2539151,39266122
2539259,39268048
2539524,39273952
2540074,39287636
2541014,39310076
2541068,39311442
2541460,39325138
2542311,39350673
2542533,39363921
2542603,39368405
2542615,39368714
2542690,39373445
2542872,39380418
2543074,39394226
2543288,39427424
2543340,39429065
2543536,39442594
2543688,39453149
2543768,39458007
2543867,39464745
2544084,39480115
2544186,39485082
2544488,39500607
2544520,39502856
2544668,39511176
2544749,39526782
2544861,39537996
2544878,39539845
2544922,39544503
2545568,39567730
2545650,39570215
2545696,39571936
2547056,39597062
2547139,39598915
2547225,39601411
2547805,39613884
2548183,39619267
2548426,39625129
2548455,39625758
2548619,39629011
2548940,39633499
2548972,39633557
2549083,39635158
2549112,39635401
2549561,39647673
2549668,39650081
2549684,39650166
2550062,39660130
2550268,39663480
2550479,39667477
2551014,39677549
2551727,39690601
2551746,39690639
2551762,39690674
2551898,39693607
2551976,39695428
2552164,39696698
2552306,39704960
2552312,39706183
2552515,39710293
2553046,39727763
2553190,39732722
2553331,39738479
2553847,39753618
2553869,39754475
2554140,39763208
2554542,39779277
2554606,39780662
2554919,39791000
2554946,39791625
2555207,39802176
2555499,39807401
2555614,39813066
2555878,39822895
2556276,39837667
2556299,39839790
2556585,39860744
2556715,39877218
2557038,39908179
2557091,39910382
2557186,39915237
2557231,39916796
2557327,39920720
2557681,39927705
2557805,39933710
2558109,39945900
2558235,39951450
2558335,39957088
2558425,39963077
2558487,39965288
2558579,39970872
2558647,39984942
2558684,39986651
2558731,39996777
2559165,40048407
2560182,40101619
2560304,40103568
2560713,40114315
2560891,40116750
2560958,40119698
2561085,40125815
2561110,40128497
2561174,40130322
2561355,40132969
2561515,40136014
2561717,40142570
2561791,40143894
2562053,40150389
2562428,40163054
2562542,40165281
2562558,40165431
2562658,40169529
2562674,40170718
2563216,40185336
2563666,40202096
2563682,40202898
2563698,40204160
2563940,40213908
2564107,40217277
2564160,40217906
2564285,40222294
2565026,40241168
2565042,40241318
2565258,40251043
2565302,40255006
2565387,40261088
2565403,40261289
2565575,40265858
2565808,40272445
2566056,40278095
2566542,40294210
2566583,40294604
2566603,40295252
2566693,40298964
2566812,40304575
2567206,40314821
2567270,40315770
2567522,40323870
2567731,40334243
2567837,40337508
2567954,40341224
2568054,40343412
2568241,40350042
2568300,40351200
2568529,40357320
2568791,40366628
2568845,40367373
2568884,40367882
2569791,40403694
2570294,40422564
2570485,40427480
2570584,40429819
2570616,40430189
2570719,40435318
2570845,40438984
2571237,40448064
2571547,40462393
2571638,40463801
2572002,40478203
2572031,40480140
2572058,40480750
2572104,40486076
2572202,40490868
2572381,40495692
2573140,40522998
2573172,40523921
2573412,40530072
2573452,40533070
2573493,40534768
2574135,40558358
2574269,40561913
2574301,40562611
2574398,40565887
2574480,40571085
2574721,40581867
2575012,40594301
2575073,40595544
2575390,40606538
2575544,40622233
2575759,40628449
2576173,40646969
2576846,40672662
2577167,40684154
2577332,40688218
2577391,40691205
2577542,40697518
2577625,40699478
2577657,40700219
2577694,40703827
2577703,40704036
2577810,40707158
2577889,40709716
2578449,40732021
2579213,40762152
2579297,40765023
2579317,40765741
2579727,40780471
2580602,40807816
2580710,40811640
2581415,40833366
2581746,40843388
2581778,40844141
2581948,40849698
2582234,40856447
2582283,40859746
2582507,40867318
2582539,40867518
2582559,40867870
2582790,40880218
2583036,40887809
2583169,40890379
2583541,40903037
2583615,40905043
2583683,40907127
2583717,40908478
2583886,40914672
2584352,40937092
2584408,40939909
2584435,40941928
2584811,40956275
2585402,40975833
2585645,40985037
2586005,40997023
2586272,41005817
2586357,41008380
2586765,41025467
2586909,41030276
2587042,41036508
2587056,41037295
2587088,41037515
2587369,41045040
2587778,41061186
2587940,41065674
2588179,41073010
2588413,41081454
2588493,41084163
2588529,41085648
2588554,41086192
2588953,41101138
2589010,41103516
2589085,41105904
2589279,41113495
2589336,41115004
2589606,41125257
2590179,41148967
2590432,41157765
2590504,41160972
2591132,41183069
2591219,41186129
2591343,41190960
2591432,41194109
2591476,41194545
2591543,41195580
2591591,41197610
2591651,41199265
2591703,41200539
2592088,41212324
2592155,41214423
2592215,41216032
2592409,41226537
2592526,41230461
2592641,41234089
2592746,41238036
2592762,41238858
2592942,41253503
2593031,41257941
2593095,41262059
2593172,41271671
2593304,41283191
2593505,41299985
2593600,41317042
2594085,41349562
2594168,41359093
2594209,41361686
2594244,41362543
2594395,41368332
2594451,41369887
2594495,41371133
2594716,41380750
2595217,41402692
2595336,41409615
2595541,41420282
2595561,41420687
2595712,41426518
2595728,41427073
2595760,41427664
2595901,41431442
2596043,41436864
2596164,41442112
2596601,41464733
2596819,41471263
2596957,41475380
2597069,41478275
2597302,41482855
2597510,41492916
2597526,41493896
2597527,41493950
2597737,41505234
2597769,41507209
2597786,41508062
2597892,41516668
2598001,41520712
2598167,41530969
2598319,41540675
2598521,41571716
2598536,41571851
2598572,41582533
2598604,41587515
2598636,41587878
2598679,41594241
2598758,41608381
2598830,41618287
2598848,41621995
2598909,41626414
2599245,41658853
2599346,41660890
2599416,41661905
2599533,41663522
2600087,41693487
2600159,41705458
2600169,41710949
2600192,41720859
2600411,41756080
2600496,41762146
2600591,41764369
2600642,41766083
2600792,41772242
2600922,41783892
2601002,41785366
2601797,41815416
2602161,41835645
2602344,41849865
2602503,41855461
2602601,41859814
2602716,41861431
2602742,41862245
2602944,41867324
2602997,41870353
2603029,41870584
2603201,41878268
2603480,41887591
2603528,41888509
2603608,41892913
2603869,41905277
2604143,41924607
2604193,41928678
2604278,41936813
2604410,41946657
2604629,41962911
2604891,41981619
2605369,42011284
2605552,42015849
2606154,42098192
2606173,42098547
2606223,42099006
2606678,42110715
2606694,42111016
2607083,42126139
2607206,42128790
2607222,42128887
2607401,42132854
2607522,42137376
2607627,42142964
2607674,42143319
2607710,42143825
2607742,42144735
2607937,42149910
2608209,42158832
2608247,42160696
2608357,42163567
2608492,42167480
2608539,42168511
2608599,42170112
2608684,42172586
2608791,42178783
2609405,42195616
2609559,42199738
2609673,42203481
2609709,42204014
2609736,42205028
2610173,42218747
2610209,42218851
2610225,42218867
2610298,42220148
2610565,42230772
2610602,42233323
2610697,42236838
2610717,42237892
2610928,42248581
2611036,42255060
2611070,42256025
2611133,42258148
2611230,42261497
2611685,42295630
2611787,42302032
2611994,42315022
2612178,42324893
2612210,42325838
2612547,42336111
2612928,42348483
2613011,42350883
2613222,42358594
2613425,42365976
2613433,42366146
2613488,42368831
2613642,42374558
2613846,42382014
2613862,42383164
2614001,42389172
2614031,42390249
2614207,42394513
2614223,42394536
2614279,42395667
2614518,42409432
2614810,42422529
2614828,42423027
2615110,42434180
2615228,42438706
2615281,42441851
2615355,42444993
2615843,42463192
2615847,42463686
2615866,42465538
2616425,42492810
2616640,42506501
2616681,42509280
2616768,42511757
2616909,42515886
2617048,42521694
2617101,42522281
2617306,42529613
2617339,42532040
2617432,42537609
2617460,42537995
2617657,42545794
2617760,42547793
2618290,42566405
2618419,42573362
2618504,42576963
2618527,42578487
2618733,42585784
2618957,42593881
2619016,42595957
2619097,42603135
2619121,42605338
2620020,42640760
2620076,42643125
2620572,42673125
2620723,42680048
2620766,42681519
2620789,42682371
2620845,42683903
2620963,42689711
2621200,42698865
2621262,42701512
2621348,42703333
2621695,42717801
2621865,42725063
2621971,42730856
2622119,42735286
2622212,42738624
2622262,42739674
2622351,42745246
2622734,42760211
2623333,42790373
2623466,42797532
2623579,42799832
2623764,42809522
2623866,42811216
2624046,42821195
2624066,42821866
2624418,42834188
2624509,42838823
2624578,42842331
2624827,42851500
2624849,42851558
2624992,42882866
2625014,42889005
2625167,42946894
2625287,42958545
2625565,42970766
2625945,42987946
2626122,42993943
2626145,42995170
2626268,43003672
2626712,43024476
2626840,43027134
2626900,43031364
2627271,43049679
2627281,43051261
2627370,43053005
2627537,43065103
2627584,43065975
2627667,43070050
2627671,43070895
2627715,43072759
2627833,43078656
2627872,43083314
2627914,43085351
2628099,43106734
2628526,43130641
2628631,43144587
2628995,43193569
2629104,43198351
2629271,43204502
2629310,43205679
2629347,43208438
2629351,43209190
2629461,43213154
2629531,43216310
2629851,43227150
2629954,43234139
2630187,43241814
2630517,43254291
2630599,43259419
2630647,43262723
2630897,43276692
2630919,43277865
2631192,43295864
2631303,43299549
2631471,43305947
2631601,43311917
2631799,43323702
2631972,43331972
2632205,43346235
2632466,43361752
2632477,43362111
2632595,43364569
2632598,43364743
2632737,43371944
2632794,43375189
2632862,43377161
2632980,43386635
2633265,43403939
2633440,43412710
2633514,43416195
2633554,43416643
2633669,43422466
2633971,43437192
2633972,43438156
2634020,43439503
2634073,43441761
2634140,43445022
2634325,43459659
2634644,43476735
2634652,43477827
2634666,43480968
2634691,43482631
2634695,43482790
2634794,43486494
2634814,43486749
2634860,43491893
2634963,43495957
2635089,43501066
2635233,43507171
2635329,43511180
2635690,43530228
2635875,43539945
2636143,43550199
2636360,43562447
2636386,43563667
2636419,43564006
2636593,43572052
2636785,43578022
2636832,43580727
2636902,43583259
2637081,43587396
2637452,43604680
2637745,43626896
2638199,43651023
2638256,43655800
2638498,43661357
2638568,43662762
2638798,43678105
2638814,43679348
2639001,43689659
2639094,43691214
2639111,43692800
2639127,43693047
2639155,43693240
2639247,43697605
2639290,43698678
2639326,43699739
2639413,43704339
2639461,43706986
2639519,43709915
2639776,43722360
2639792,43722796
2639879,43727589
2639937,43728720
2640089,43736403
2640200,43738364
2640220,43739950
2640275,43741277
2640339,43743670
2640372,43745835
2640543,43778783
2640612,43807845
2640952,43850834
2640970,43851069
2641037,43853667
2641243,43860208
2641277,43862477
2641412,43865197
2641436,43865660
2641470,43866984
2641635,43872811
2641870,43884963
2641973,43890535
2641979,43890894
2642019,43892044
2642406,43906099
2642428,43910780
2642696,43920292
2642786,43923723
2643087,43935273
2643149,43935435
2643210,43937855
2643267,43940016
2643548,43952627
2643584,43953476
2643649,43957535
2643753,43959870
2643887,43965385
2644176,43981183
2644250,43986447
2644326,43990561
2644594,44008953
2644724,44017921
2644871,44029629
2645107,44037575
2645123,44038019
2645446,44050468
2645617,44054852
2645664,44055724
2645881,44062110
2645909,44064939
2646051,44071573
2646466,44085033
2646477,44085102
2646750,44093272
2646947,44099358
2647055,44102711
2647117,44104409
2647178,44105864
2647266,44110259
2647323,44113740
2647355,44114122
2647396,44115091
2647584,44119629
2647634,44122542
2647854,44128335
2647982,44132487
2648218,44141197
2648293,44142540
2648325,44149374
2648445,44220511
2648880,44271697
2649162,44281981
2649294,44287847
2649438,44294997
2649539,44298150
2649607,44298783
2649655,44299582
2649698,44301237
2649735,44304317
2649863,44307616
2649951,44310518
2650124,44317059
2650226,44319375
2650271,44320382
2650574,44330184
2650679,44332808
2650735,44335432
2650780,44336563
2650911,44340267
2651049,44342934
2651109,44344292
2651145,44344724
2651394,44354742
2651441,44356749
2651488,44357853
2651591,44360114
2651705,44367705
2651715,44368110
2651988,44381146
2652220,44397766
2652262,44399264
2652387,44405149
2652464,44410185
2652730,44426327
2652803,44428507
2652814,44429040
2652907,44434288
2652911,44434373
2653483,44471566
2653527,44473071
2653657,44477597
2653673,44477659
2653754,44480160
2653986,44491872
2654142,44502067
2654194,44503005
2654548,44517677
2654762,44524716
2655264,44551227
2655304,44554739
2655510,44561345
2655537,44562773
2655725,44568874
2655784,44569573
2655837,44574045
2655947,44577823
2655969,44578070
2656094,44582863
2656188,44587699
2656395,44596034
2656448,44599561
2656591,44604539
2656648,44608387
2656664,44609243
2656665,44609417
2656684,44609896
2656775,44616259
2656791,44625413
2656932,44692281
2656948,44702214
2656986,44710639
2657192,44726059
2657224,44727823
2657240,44727950
2657337,44733793
2657677,44748773
2657781,44752760
2657835,44753994
2657884,44755615
2657948,44757159
2658132,44766173
2658254,44770688
2658274,44771503
2658319,44774794
2658412,44777071
2658416,44777106
2658755,44790562
2658838,44797022
2658879,44800422
2659267,44816769
2659393,44819142
2659509,44824024
2659517,44824344
2659554,44827045
2659570,44827454
2659639,44835169
2659707,44838522
2659951,44855996
2659975,44856825
2660006,44858353
2660420,44887612
2660466,44891120
2660501,44892012
2660533,44893393
2660549,44893991
2660771,44902666
2660787,44902840
2661351,44926114
2661385,44928784
2661401,44929100
2661492,44934198
2661632,44940766
2661922,44957013
2662609,44981483
2662641,44982548
2662749,44987626
2662751,44987846
2662790,44989339
2662889,44996340
2662961,44998478
2663249,45010846
2663344,45015148
2663359,45015967
2663457,45018672
2663485,45020624
2663498,45022133
2663504,45022372
2663524,45023214
2663596,45024989
2663621,45025649
2663732,45031379
2663782,45032379
2663826,45034779
2663928,45036929
2663967,45042559
2664079,45047904
2664111,45048579
2664139,45051203
2664179,45052257
2664191,45053001
2664285,45053750
2664342,45056312
2664402,45059600
2664419,45060465
2664441,45063131
2664468,45064065
2664539,45066882
2664569,45072011
2664689,45081242
2664763,45082812
2664907,45091163
2665059,45100841
2665189,45109374
2665356,45116497
2665364,45117119
2665470,45122000
2665676,45127789
2665745,45132350
2665847,45139829
2665896,45147794
2666030,45162118
2666077,45171430
2666167,45179075
2666210,45182081
2666221,45182131
2666396,45199300
2666478,45207554
2666601,45221721
2666617,45222327
2666758,45226425
2666901,45234942
2667019,45241340
2667050,45241884
2667208,45248062
2667212,45248097
2667293,45252658
2667346,45253110
2667362,45253222
2667540,45260998
2667582,45263676
2667631,45266632
2667647,45267546
2667676,45268685
2667703,45269526
2667774,45272216
2667792,45273358
2667808,45273532
2667862,45274875
2667998,45279401
2668028,45280150
2668035,45280169
2668116,45282214
2668174,45285923
2668281,45290253
2668406,45292977
2668492,45297407
2668508,45297569
2668524,45297820
2668604,45299611
2668756,45305334
2668788,45306295
2668828,45307861
2669005,45315788
2669055,45318632
2669277,45325015
2669320,45326068
2669379,45328596
2669394,45328935
2669855,45355956
2670006,45366761
2670045,45368243
2670211,45375166
2670227,45376409
2670259,45378651
2670295,45380117
2670369,45384779
2670498,45391108
2670693,45402380
2670723,45402777
2670749,45403572
2670793,45404298
2670821,45405590
2670853,45406347
2670919,45411201
2670935,45411491
2671106,45418491
2671136,45420579
2671181,45422586
2671191,45423932
2671210,45427270
2671525,45440920
2671647,45448541
2671655,45448942
2671772,45453643
2671774,45453828
2671778,45453886
2671826,45454534
2671874,45460431
2671914,45461480
2671942,45462356
2672033,45464826
2672216,45473177
2672349,45480382
2672610,45494845
2672749,45502517
2672797,45504859
2672813,45505365
2673037,45534199
2673102,45623983
2673134,45625187
2673175,45626692
2673204,45629987
2673280,45633229
2673297,45634549
2673367,45642518
2673544,45652848
2673638,45660315
2673669,45660913
2673786,45666521
2673835,45669392
2673908,45674964
2673933,45675323
2674148,45688999
2674310,45699978
2674374,45701391
2674388,45702135
2674403,45702448
2674419,45703266
2674512,45705628
2674538,45708032
2674570,45714048
2674700,45723734
2674740,45727867
2674796,45733173
2674891,45744017
2674921,45745449
2674956,45753452
2674988,45754544
2675035,45758114
2675249,45779300
2675327,45783259
2675477,45788735
2675498,45790217
2675532,45791911
2675593,45794416
2675622,45794848
2675740,45797553
2675853,45803546
2676135,45815883
2676199,45820811
2676373,45829019
2676435,45832751
2676493,45836305
2676607,45839848
2676660,45841530
2676690,45842503
2676733,45845196
2676937,45859123
2676981,45861199
2676993,45861624
2677024,45862430
2677065,45866066
2677082,45866741
2677214,45869797
2677237,45872144
2677241,45872147
2677317,45874312
2677420,45877029
2677424,45878083
2677444,45879622
2677480,45880730
2677699,45888112
2677800,45891489
2677828,45891809
2677989,45901487
2678082,45906462
2678158,45910251
2678162,45910946
2678187,45912354
2678251,45915121
2678290,45916368
2678316,45917931
2678491,45925560
2678505,45925614
2678769,45938098
2678790,45942644
2678805,45942856
2678881,45947244
2678968,45951284
2679027,45955386
2679043,45955988
2679048,45956494
2679122,45961039
2679137,45961298
2679370,45977228
2679375,45977691
2679450,45983873
2679471,45984823
2679516,45985571
2679578,45987119
2679652,45990553
2679664,45991541
2679684,45993285
2679700,45993922
2679715,45994593
2679784,45996604
2679803,45997009
2679815,45997712
2679844,45999668
2679936,46001493
2679992,46005812
2680047,46007834
2680165,46014047
2680318,46021738
2680434,46032296
2680449,46032717
2680492,46035904
2680548,46041488
2680558,46042210
2680614,46043904
2680682,46046300
2680709,46047435
2680741,46049318
2680769,46049827
2680808,46052394
2680844,46058171
2680871,46058962
2680907,46060065
2680911,46060717
2680929,46062462
2680986,46064179
2681061,46068571
2681080,46069759
2681111,46072835
2681217,46076671
2681284,46079013
2681350,46083200
2681379,46084396
2681526,46088614
2681556,46090177
2681611,46092828
2681654,46095653
2681701,46098115
2681723,46098763
2682001,46115095
2682231,46133714
2682380,46223428
2682408,46224150
2682528,46230884
2682564,46235175
2682573,46235480
2682577,46235561
2682634,46240713
2682650,46241373
2682765,46255582
2682850,46259209
2682863,46259259
2682892,46260780
2682993,46266171
2683002,46266452
2683040,46269381
2683111,46272071
2683300,46290783
2683312,46290791
2683335,46293465
2683467,46301199
2683616,46310260
2683633,46311857
2683660,46315878
2683718,46321076
2683880,46333155
2683960,46339820
2684010,46342282
2684042,46348348
